id,number,update_date,available_bikes,available_bike_stands,weather
58413,84,1680441777000,8,22,Clouds
58414,90,1680442066000,11,29,Clouds
58415,11,1680441939000,28,2,Clouds
58416,17,1680441909000,17,3,Clouds
58417,45,1680441852000,0,30,Clouds
58418,114,1680441837000,3,37,Clouds
58419,72,1680441907000,11,20,Clouds
58420,63,1680442078000,8,27,Clouds
58421,113,1680442043000,1,39,Clouds
58422,91,1680441885000,29,1,Clouds
58423,99,1680441982000,2,28,Clouds
58424,9,1680441935000,24,0,Clouds
58425,67,1680442163000,1,39,Clouds
58426,116,1680441779000,2,28,Clouds
58427,55,1680441779000,6,28,Clouds
58428,62,1680441602000,11,9,Clouds
58429,5,1680442058000,0,40,Clouds
58430,97,1680441979000,22,18,Clouds
58431,61,1680442101000,4,21,Clouds
58432,77,1680442155000,14,15,Clouds
58433,73,1680441876000,13,17,Clouds
58434,4,1680441942000,17,3,Clouds
58435,49,1680442075000,1,39,Clouds
58436,19,1680442141000,1,29,Clouds
58437,7,1680442160000,5,24,Clouds
58438,60,1680442086000,12,18,Clouds
58439,102,1680441954000,12,28,Clouds
58440,38,1680441992000,10,30,Clouds
58441,53,1680442037000,14,26,Clouds
58442,58,1680441873000,11,29,Clouds
58443,66,1680441973000,0,40,Clouds
58444,104,1680441830000,9,31,Clouds
58445,101,1680442008000,6,24,Clouds
58446,115,1680441900000,14,16,Clouds
58447,47,1680441861000,1,39,Clouds
58448,117,1680441938000,2,38,Clouds
58449,8,1680441663000,5,25,Clouds
58450,27,1680442073000,17,3,Clouds
58451,16,1680441791000,16,4,Clouds
58452,96,1680441947000,16,14,Clouds
58453,82,1680441697000,0,8,Clouds
58454,76,1680442008000,14,24,Clouds
58455,71,1680442176000,5,35,Clouds
58456,79,1680442110000,2,25,Clouds
58457,69,1680442162000,4,36,Clouds
58458,25,1680442157000,7,23,Clouds
58459,51,1680441886000,19,21,Clouds
58460,37,1680441606000,7,23,Clouds
58461,59,1680441798000,0,20,Clouds
58462,95,1680441716000,13,27,Clouds
58463,94,1680442018000,6,34,Clouds
58464,105,1680442164000,7,29,Clouds
58465,36,1680441892000,8,32,Clouds
58466,93,1680442055000,35,5,Clouds
58467,22,1680442039000,16,3,Clouds
58468,50,1680441895000,1,39,Clouds
58469,110,1680442113000,9,31,Clouds
58470,12,1680442161000,6,14,Clouds
58471,34,1680441995000,11,19,Clouds
58472,78,1680442099000,21,19,Clouds
58473,2,1680442089000,1,19,Clouds
58474,75,1680441712000,16,24,Clouds
58475,111,1680441984000,1,39,Clouds
58476,26,1680441829000,19,1,Clouds
58477,65,1680441581000,0,40,Clouds
58478,15,1680442137000,1,12,Clouds
58479,86,1680441982000,3,35,Clouds
58480,35,1680442180000,12,17,Clouds
58481,10,1680442015000,16,0,Clouds
58482,100,1680442061000,14,11,Clouds
58483,24,1680442107000,18,2,Clouds
58484,64,1680441897000,18,22,Clouds
58485,109,1680442167000,12,17,Clouds
58486,85,1680441705000,4,31,Clouds
58487,107,1680441809000,6,34,Clouds
58488,33,1680442035000,23,0,Clouds
58489,44,1680442116000,3,27,Clouds
58490,89,1680442098000,7,33,Clouds
58491,57,1680442056000,0,23,Clouds
58492,80,1680441934000,24,16,Clouds
58493,41,1680441823000,8,12,Clouds
58494,3,1680442040000,11,9,Clouds
58495,40,1680441902000,20,1,Clouds
58496,29,1680441878000,28,1,Clouds
58497,103,1680441810000,10,30,Clouds
58498,28,1680442176000,21,9,Clouds
58499,39,1680442151000,5,15,Clouds
58500,83,1680441598000,14,25,Clouds
58501,92,1680441703000,25,15,Clouds
58502,21,1680441702000,30,0,Clouds
58503,88,1680441658000,3,27,Clouds
58504,42,1680442517000,28,2,Clouds
58505,30,1680442723000,6,14,Clouds
58506,54,1680442686000,6,27,Clouds
58507,108,1680442475000,2,33,Clouds
58508,20,1680442741000,2,28,Clouds
58509,56,1680442662000,10,30,Clouds
58510,6,1680442401000,18,2,Clouds
58511,18,1680442748000,12,18,Clouds
58512,32,1680442777000,29,1,Clouds
58513,52,1680442310000,14,18,Clouds
58514,48,1680442724000,8,32,Clouds
58515,13,1680442502000,11,19,Clouds
58516,43,1680442596000,10,20,Clouds
58517,31,1680442279000,10,10,Clouds
58518,98,1680442654000,30,10,Clouds
58519,14,1680442321000,30,0,Clouds
58520,1,1680442752000,30,1,Clouds
58521,23,1680442699000,28,2,Clouds
58522,106,1680442669000,10,30,Clouds
58523,112,1680442525000,7,23,Clouds
58524,68,1680442702000,13,27,Clouds
58525,74,1680442702000,18,12,Clouds
58526,87,1680442678000,0,38,Clouds
58527,84,1680442382000,8,22,Clouds
58528,90,1680442672000,11,29,Clouds
58529,11,1680442455000,29,1,Clouds
58530,17,1680442515000,17,3,Clouds
58531,45,1680442458000,0,30,Clouds
58532,114,1680442442000,3,37,Clouds
58533,72,1680442578000,11,20,Clouds
58534,63,1680442259000,8,27,Clouds
58535,113,1680442648000,1,39,Clouds
58536,91,1680442780000,27,3,Clouds
58537,99,1680442587000,2,28,Clouds
58538,9,1680442774000,23,1,Clouds
58539,67,1680442768000,1,39,Clouds
58540,116,1680442385000,2,28,Clouds
58541,55,1680442385000,6,28,Clouds
58542,62,1680442579000,11,9,Clouds
58543,5,1680442204000,1,39,Clouds
58544,97,1680442626000,23,17,Clouds
58545,61,1680442526000,3,22,Clouds
58546,77,1680442656000,15,14,Clouds
58547,73,1680442725000,14,16,Clouds
58548,4,1680442548000,17,3,Clouds
58549,49,1680442267000,0,40,Clouds
58550,19,1680442757000,4,26,Clouds
58551,7,1680442410000,4,25,Clouds
58552,60,1680442759000,11,19,Clouds
58553,102,1680442559000,12,28,Clouds
58554,38,1680442770000,8,32,Clouds
58555,53,1680442413000,13,27,Clouds
58556,58,1680442721000,12,28,Clouds
58557,66,1680442579000,0,40,Clouds
58558,104,1680442435000,9,31,Clouds
58559,101,1680442252000,7,23,Clouds
58560,115,1680442772000,17,13,Clouds
58561,47,1680442466000,1,39,Clouds
58562,117,1680442543000,2,38,Clouds
58563,8,1680442334000,5,25,Clouds
58564,27,1680442668000,18,2,Clouds
58565,16,1680442396000,16,4,Clouds
58566,96,1680442552000,16,14,Clouds
58567,82,1680442302000,0,8,Clouds
58568,76,1680442387000,13,25,Clouds
58569,71,1680442781000,5,35,Clouds
58570,79,1680442716000,2,25,Clouds
58571,69,1680442590000,4,36,Clouds
58572,25,1680442711000,8,22,Clouds
58573,51,1680442492000,19,21,Clouds
58574,37,1680442211000,7,23,Clouds
58575,59,1680442403000,0,20,Clouds
58576,95,1680442540000,11,29,Clouds
58577,94,1680442623000,6,34,Clouds
58578,105,1680442769000,7,29,Clouds
58579,36,1680442497000,8,32,Clouds
58580,93,1680442660000,35,5,Clouds
58581,22,1680442712000,18,1,Clouds
58582,50,1680442501000,1,39,Clouds
58583,110,1680442342000,8,32,Clouds
58584,12,1680442766000,6,14,Clouds
58585,34,1680442459000,10,20,Clouds
58586,78,1680442704000,21,19,Clouds
58587,2,1680442272000,0,20,Clouds
58588,75,1680442495000,14,26,Clouds
58589,111,1680442589000,1,39,Clouds
58590,26,1680442434000,19,1,Clouds
58591,65,1680442187000,0,40,Clouds
58592,15,1680442742000,1,12,Clouds
58593,86,1680442569000,3,35,Clouds
58594,35,1680442763000,13,16,Clouds
58595,10,1680442621000,16,0,Clouds
58596,100,1680442667000,14,11,Clouds
58597,24,1680442713000,18,2,Clouds
58598,64,1680442502000,18,22,Clouds
58599,109,1680442772000,12,17,Clouds
58600,85,1680442245000,5,30,Clouds
58601,107,1680442415000,6,34,Clouds
58602,33,1680442765000,22,1,Clouds
58603,44,1680442567000,3,27,Clouds
58604,89,1680442472000,5,35,Clouds
58605,57,1680442661000,0,23,Clouds
58606,80,1680442540000,24,16,Clouds
58607,41,1680442264000,7,13,Clouds
58608,3,1680442646000,11,9,Clouds
58609,40,1680442195000,21,0,Clouds
58610,29,1680442653000,26,3,Clouds
58611,103,1680442415000,10,30,Clouds
58612,28,1680442781000,21,9,Clouds
58613,39,1680442756000,5,15,Clouds
58614,83,1680442732000,12,27,Clouds
58615,92,1680442730000,25,15,Clouds
58616,21,1680442307000,30,0,Clouds
58617,88,1680442264000,3,27,Clouds
58618,42,1680443123000,28,2,Clouds
58619,30,1680443328000,6,14,Clouds
58620,54,1680443292000,6,27,Clouds
58621,108,1680442798000,1,34,Clouds
58622,20,1680443346000,2,28,Clouds
58623,56,1680443319000,9,31,Clouds
58624,6,1680443006000,18,2,Clouds
58625,18,1680442822000,13,17,Clouds
58626,32,1680443366000,25,5,Clouds
58627,52,1680442916000,14,18,Clouds
58628,48,1680443301000,7,33,Clouds
58629,13,1680443107000,11,19,Clouds
58630,43,1680443210000,11,19,Clouds
58631,31,1680443138000,12,8,Clouds
58632,98,1680442987000,31,9,Clouds
58633,14,1680443197000,30,0,Clouds
58634,1,1680442812000,30,1,Clouds
58635,23,1680443348000,30,0,Clouds
58636,106,1680443274000,10,30,Clouds
58637,112,1680443180000,12,18,Clouds
58638,68,1680443328000,15,25,Clouds
58639,74,1680443307000,18,12,Clouds
58640,87,1680443036000,1,37,Clouds
58641,84,1680442995000,9,21,Clouds
58642,90,1680442958000,10,30,Clouds
58643,11,1680443060000,29,1,Clouds
58644,17,1680443120000,17,3,Clouds
58645,45,1680443313000,1,29,Clouds
58646,114,1680443338000,3,37,Clouds
58647,72,1680442993000,10,21,Clouds
58648,63,1680442857000,8,27,Clouds
58649,113,1680443254000,1,39,Clouds
58650,91,1680443333000,30,0,Clouds
58651,99,1680443192000,2,28,Clouds
58652,9,1680443311000,22,2,Clouds
58653,67,1680443374000,1,39,Clouds
58654,116,1680443005000,2,28,Clouds
58655,55,1680442991000,6,28,Clouds
58656,62,1680443252000,12,8,Clouds
58657,5,1680443294000,2,38,Clouds
58658,97,1680443206000,27,13,Clouds
58659,61,1680443258000,3,22,Clouds
58660,77,1680443210000,18,11,Clouds
58661,73,1680443330000,14,16,Clouds
58662,4,1680443022000,18,2,Clouds
58663,49,1680442872000,0,40,Clouds
58664,19,1680443265000,1,29,Clouds
58665,7,1680443016000,4,25,Clouds
58666,60,1680443135000,12,18,Clouds
58667,102,1680443165000,12,28,Clouds
58668,38,1680442858000,7,33,Clouds
58669,53,1680443018000,13,27,Clouds
58670,58,1680443108000,14,26,Clouds
58671,66,1680443185000,0,40,Clouds
58672,104,1680443040000,9,31,Clouds
58673,101,1680442854000,8,22,Clouds
58674,115,1680442789000,17,13,Clouds
58675,47,1680443071000,1,39,Clouds
58676,117,1680442859000,4,36,Clouds
58677,8,1680442940000,5,25,Clouds
58678,27,1680442954000,19,1,Clouds
58679,16,1680443002000,16,4,Clouds
58680,96,1680443158000,16,14,Clouds
58681,82,1680442907000,0,8,Clouds
58682,76,1680442993000,13,25,Clouds
58683,71,1680443016000,4,36,Clouds
58684,79,1680443321000,2,25,Clouds
58685,69,1680443225000,6,34,Clouds
58686,25,1680443105000,7,23,Clouds
58687,51,1680443302000,18,22,Clouds
58688,37,1680442817000,7,23,Clouds
58689,59,1680443009000,0,20,Clouds
58690,95,1680442827000,10,30,Clouds
58691,94,1680443228000,6,34,Clouds
58692,105,1680443374000,7,29,Clouds
58693,36,1680443103000,8,32,Clouds
58694,93,1680443266000,35,5,Clouds
58695,22,1680443317000,18,1,Clouds
58696,50,1680443038000,1,39,Clouds
58697,110,1680442950000,7,33,Clouds
58698,12,1680443310000,5,15,Clouds
58699,34,1680443289000,10,20,Clouds
58700,78,1680443310000,21,19,Clouds
58701,2,1680442877000,0,20,Clouds
58702,75,1680443100000,14,26,Clouds
58703,111,1680443369000,2,38,Clouds
58704,26,1680443040000,19,1,Clouds
58705,65,1680442792000,0,40,Clouds
58706,15,1680442845000,0,13,Clouds
58707,86,1680443174000,3,35,Clouds
58708,35,1680443347000,15,14,Clouds
58709,10,1680443226000,16,0,Clouds
58710,100,1680443256000,13,12,Clouds
58711,24,1680442838000,19,1,Clouds
58712,64,1680443108000,18,22,Clouds
58713,109,1680443378000,12,17,Clouds
58714,85,1680442850000,5,30,Clouds
58715,107,1680443063000,6,34,Clouds
58716,33,1680443370000,22,1,Clouds
58717,44,1680443173000,3,27,Clouds
58718,89,1680443051000,6,34,Clouds
58719,57,1680443266000,0,23,Clouds
58720,80,1680443145000,24,16,Clouds
58721,41,1680442870000,7,13,Clouds
58722,3,1680443251000,11,9,Clouds
58723,40,1680443079000,20,1,Clouds
58724,29,1680442982000,27,2,Clouds
58725,103,1680443020000,10,30,Clouds
58726,28,1680443363000,20,10,Clouds
58727,39,1680443002000,4,16,Clouds
58728,83,1680443239000,11,28,Clouds
58729,92,1680443186000,21,19,Clouds
58730,21,1680442913000,30,0,Clouds
58731,88,1680442869000,3,27,Clouds
58732,42,1680443728000,28,2,Clouds
58733,30,1680443934000,6,14,Clouds
58734,54,1680443565000,7,26,Clouds
58735,108,1680443403000,1,34,Clouds
58736,20,1680443952000,2,28,Clouds
58737,56,1680443845000,8,32,Clouds
58738,6,1680443638000,17,3,Clouds
58739,18,1680443939000,12,18,Clouds
58740,32,1680443968000,25,5,Clouds
58741,52,1680443521000,14,18,Clouds
58742,48,1680443745000,6,34,Clouds
58743,13,1680443713000,11,19,Clouds
58744,43,1680443533000,12,18,Clouds
58745,31,1680443898000,10,10,Clouds
58746,98,1680443747000,32,8,Clouds
58747,14,1680443803000,30,0,Clouds
58748,1,1680443916000,28,3,Clouds
58749,23,1680443953000,30,0,Clouds
58750,106,1680443498000,9,31,Clouds
58751,112,1680443785000,12,18,Clouds
58752,68,1680443770000,15,25,Clouds
58753,74,1680443913000,18,12,Clouds
58754,87,1680443455000,2,36,Clouds
58755,84,1680443458000,8,22,Clouds
58756,90,1680443585000,12,28,Clouds
58757,11,1680443665000,29,1,Clouds
58758,17,1680443726000,17,3,Clouds
58759,45,1680443655000,4,26,Clouds
58760,114,1680443944000,3,37,Clouds
58761,72,1680443606000,11,20,Clouds
58762,63,1680443463000,8,27,Clouds
58763,113,1680443859000,1,39,Clouds
58764,91,1680443687000,28,2,Clouds
58765,99,1680443798000,2,28,Clouds
58766,9,1680443925000,24,0,Clouds
58767,67,1680443965000,2,38,Clouds
58768,116,1680443515000,3,27,Clouds
58769,55,1680443597000,6,28,Clouds
58770,62,1680443776000,11,9,Clouds
58771,5,1680443899000,2,38,Clouds
58772,97,1680443856000,28,12,Clouds
58773,61,1680443696000,2,23,Clouds
58774,77,1680443577000,19,10,Clouds
58775,73,1680443541000,13,17,Clouds
58776,4,1680443627000,18,2,Clouds
58777,49,1680443477000,0,40,Clouds
58778,19,1680443871000,1,29,Clouds
58779,7,1680443746000,5,24,Clouds
58780,60,1680443741000,12,18,Clouds
58781,102,1680443771000,12,28,Clouds
58782,38,1680443811000,6,34,Clouds
58783,53,1680443624000,13,27,Clouds
58784,58,1680443584000,11,29,Clouds
58785,66,1680443618000,1,39,Clouds
58786,104,1680443646000,9,31,Clouds
58787,101,1680443968000,10,20,Clouds
58788,115,1680443395000,17,13,Clouds
58789,47,1680443677000,1,39,Clouds
58790,117,1680443465000,4,36,Clouds
58791,8,1680443545000,5,25,Clouds
58792,27,1680443703000,19,1,Clouds
58793,16,1680443607000,16,4,Clouds
58794,96,1680443763000,16,14,Clouds
58795,82,1680443513000,0,8,Clouds
58796,76,1680443598000,13,25,Clouds
58797,71,1680443452000,3,37,Clouds
58798,79,1680443926000,2,25,Clouds
58799,69,1680443645000,7,33,Clouds
58800,25,1680443711000,7,23,Clouds
58801,51,1680443848000,20,20,Clouds
58802,37,1680443422000,7,23,Clouds
58803,59,1680443614000,0,20,Clouds
58804,95,1680443636000,11,29,Clouds
58805,94,1680443834000,6,34,Clouds
58806,105,1680443980000,7,29,Clouds
58807,36,1680443708000,8,32,Clouds
58808,93,1680443871000,35,5,Clouds
58809,22,1680443953000,16,3,Clouds
58810,50,1680443780000,2,38,Clouds
58811,110,1680443556000,7,33,Clouds
58812,12,1680443915000,5,15,Clouds
58813,34,1680443746000,10,20,Clouds
58814,78,1680443388000,22,18,Clouds
58815,2,1680443945000,1,19,Clouds
58816,75,1680443798000,12,28,Clouds
58817,111,1680443975000,2,38,Clouds
58818,26,1680443645000,19,1,Clouds
58819,65,1680443398000,0,40,Clouds
58820,15,1680443816000,1,12,Clouds
58821,86,1680443780000,3,35,Clouds
58822,35,1680443952000,15,14,Clouds
58823,10,1680443832000,16,0,Clouds
58824,100,1680443862000,13,12,Clouds
58825,24,1680443729000,20,0,Clouds
58826,64,1680443845000,18,22,Clouds
58827,109,1680443378000,12,17,Clouds
58828,85,1680443455000,5,30,Clouds
58829,107,1680443743000,5,35,Clouds
58830,33,1680443840000,20,3,Clouds
58831,44,1680443518000,3,27,Clouds
58832,89,1680443927000,5,35,Clouds
58833,57,1680443872000,0,23,Clouds
58834,80,1680443751000,24,16,Clouds
58835,41,1680443475000,7,13,Clouds
58836,3,1680443856000,11,9,Clouds
58837,40,1680443828000,21,0,Clouds
58838,29,1680443966000,28,1,Clouds
58839,103,1680443917000,9,31,Clouds
58840,28,1680443969000,20,10,Clouds
58841,39,1680443607000,4,16,Clouds
58842,83,1680443485000,10,29,Clouds
58843,92,1680443647000,19,21,Clouds
58844,21,1680443518000,30,0,Clouds
58845,88,1680443475000,3,27,Clouds
58846,42,1680444522000,29,1,Clouds
58847,30,1680444540000,6,14,Clouds
58848,54,1680444307000,6,27,Clouds
58849,108,1680444009000,1,34,Clouds
58850,20,1680444557000,2,28,Clouds
58851,56,1680444450000,8,32,Clouds
58852,6,1680444419000,19,1,Clouds
58853,18,1680444384000,11,19,Clouds
58854,32,1680444244000,26,4,Clouds
58855,52,1680444036000,15,17,Clouds
58856,48,1680444330000,6,34,Clouds
58857,13,1680444318000,11,19,Clouds
58858,43,1680444565000,13,17,Clouds
58859,31,1680444564000,12,8,Clouds
58860,98,1680444370000,34,6,Clouds
58861,14,1680444409000,30,0,Clouds
58862,1,1680444434000,27,4,Clouds
58863,23,1680444559000,30,0,Clouds
58864,106,1680444104000,9,31,Clouds
58865,112,1680444380000,16,14,Clouds
58866,68,1680444202000,13,27,Clouds
58867,74,1680444519000,18,12,Clouds
58868,87,1680444491000,0,38,Clouds
58869,84,1680444420000,8,22,Clouds
58870,90,1680444190000,12,28,Clouds
58871,11,1680444478000,28,2,Clouds
58872,17,1680444123000,18,2,Clouds
58873,45,1680444345000,3,27,Clouds
58874,114,1680444549000,3,37,Clouds
58875,72,1680444212000,11,20,Clouds
58876,63,1680444068000,8,27,Clouds
58877,113,1680444465000,1,39,Clouds
58878,91,1680444307000,30,0,Clouds
58879,99,1680444404000,2,28,Clouds
58880,9,1680444546000,24,0,Clouds
58881,67,1680444570000,2,38,Clouds
58882,116,1680444121000,3,27,Clouds
58883,55,1680444203000,6,28,Clouds
58884,62,1680444381000,11,9,Clouds
58885,5,1680444505000,2,38,Clouds
58886,97,1680444416000,27,13,Clouds
58887,61,1680444301000,2,23,Clouds
58888,77,1680444182000,19,10,Clouds
58889,73,1680444277000,14,16,Clouds
58890,4,1680444233000,18,2,Clouds
58891,49,1680444083000,0,40,Clouds
58892,19,1680444084000,2,28,Clouds
58893,7,1680444351000,5,24,Clouds
58894,60,1680444435000,8,22,Clouds
58895,102,1680444376000,12,28,Clouds
58896,38,1680444417000,6,34,Clouds
58897,53,1680444380000,13,27,Clouds
58898,58,1680444460000,12,28,Clouds
58899,66,1680444223000,1,39,Clouds
58900,104,1680444251000,9,31,Clouds
58901,101,1680444524000,9,21,Clouds
58902,115,1680444540000,15,15,Clouds
58903,47,1680444282000,1,39,Clouds
58904,117,1680444070000,4,36,Clouds
58905,8,1680444026000,4,26,Clouds
58906,27,1680444008000,20,0,Clouds
58907,16,1680444213000,16,4,Clouds
58908,96,1680444369000,16,14,Clouds
58909,82,1680444126000,1,7,Clouds
58910,76,1680444204000,13,25,Clouds
58911,71,1680444058000,3,37,Clouds
58912,79,1680444350000,1,26,Clouds
58913,69,1680444581000,7,33,Clouds
58914,25,1680444316000,7,23,Clouds
58915,51,1680444454000,20,20,Clouds
58916,37,1680444028000,7,23,Clouds
58917,59,1680444220000,0,20,Clouds
58918,95,1680444233000,12,28,Clouds
58919,94,1680444440000,6,34,Clouds
58920,105,1680443980000,7,29,Clouds
58921,36,1680444313000,8,32,Clouds
58922,93,1680444477000,35,5,Clouds
58923,22,1680444036000,15,4,Clouds
58924,50,1680444386000,2,38,Clouds
58925,110,1680444507000,5,35,Clouds
58926,12,1680444405000,2,18,Clouds
58927,34,1680444519000,9,21,Clouds
58928,78,1680444268000,22,18,Clouds
58929,2,1680444550000,1,19,Clouds
58930,75,1680444404000,12,28,Clouds
58931,111,1680444580000,2,38,Clouds
58932,26,1680444252000,19,1,Clouds
58933,65,1680444004000,0,40,Clouds
58934,15,1680444400000,2,11,Clouds
58935,86,1680444469000,2,36,Clouds
58936,35,1680444204000,15,14,Clouds
58937,10,1680444437000,16,0,Clouds
58938,100,1680444163000,12,13,Clouds
58939,24,1680444426000,9,11,Clouds
58940,64,1680444217000,19,21,Clouds
58941,109,1680444098000,12,17,Clouds
58942,85,1680444027000,4,31,Clouds
58943,107,1680444387000,6,34,Clouds
58944,33,1680444562000,20,3,Clouds
58945,44,1680444124000,3,27,Clouds
58946,89,1680444533000,5,35,Clouds
58947,57,1680444477000,0,23,Clouds
58948,80,1680444356000,24,16,Clouds
58949,41,1680444081000,7,13,Clouds
58950,3,1680444462000,11,9,Clouds
58951,40,1680444525000,20,1,Clouds
58952,29,1680444533000,29,0,Clouds
58953,103,1680444523000,9,31,Clouds
58954,28,1680444574000,19,11,Clouds
58955,39,1680444113000,3,17,Clouds
58956,83,1680444352000,9,30,Clouds
58957,92,1680444474000,17,23,Clouds
58958,21,1680444124000,30,0,Clouds
58959,88,1680444082000,3,27,Clouds
58960,42,1680445020000,28,2,Clouds
58961,30,1680445145000,6,14,Clouds
58962,54,1680444912000,6,27,Clouds
58963,108,1680444674000,2,33,Clouds
58964,20,1680445163000,2,28,Clouds
58965,56,1680445046000,8,32,Clouds
58966,6,1680444716000,20,0,Clouds
58967,18,1680445011000,12,18,Clouds
58968,32,1680445162000,28,2,Clouds
58969,52,1680444642000,15,17,Clouds
58970,48,1680444936000,6,34,Clouds
58971,13,1680445026000,12,18,Clouds
58972,43,1680444683000,12,18,Clouds
58973,31,1680445138000,14,6,Clouds
58974,98,1680444585000,35,5,Clouds
58975,14,1680445015000,30,0,Clouds
58976,1,1680445054000,30,1,Clouds
58977,23,1680445067000,29,1,Clouds
58978,106,1680444709000,9,31,Clouds
58979,112,1680444985000,16,14,Clouds
58980,68,1680444939000,12,28,Clouds
58981,74,1680445124000,18,12,Clouds
58982,87,1680445097000,0,38,Clouds
58983,84,1680445026000,8,22,Clouds
58984,90,1680444796000,12,28,Clouds
58985,11,1680445084000,28,2,Clouds
58986,17,1680444983000,20,0,Clouds
58987,45,1680445115000,1,29,Clouds
58988,114,1680444905000,2,38,Clouds
58989,72,1680444655000,11,20,Clouds
58990,63,1680444674000,8,27,Clouds
58991,113,1680445070000,1,39,Clouds
58992,91,1680444914000,29,1,Clouds
58993,99,1680445010000,2,28,Clouds
58994,9,1680445078000,24,0,Clouds
58995,67,1680445176000,2,38,Clouds
58996,116,1680444727000,3,27,Clouds
58997,55,1680444654000,5,29,Clouds
58998,62,1680444808000,12,8,Clouds
58999,5,1680445111000,2,38,Clouds
59000,97,1680445022000,27,13,Clouds
59001,61,1680444907000,2,23,Clouds
59002,77,1680445018000,18,11,Clouds
59003,73,1680444725000,15,15,Clouds
59004,4,1680444838000,18,2,Clouds
59005,49,1680444693000,0,40,Clouds
59006,19,1680444832000,2,28,Clouds
59007,7,1680445074000,6,23,Clouds
59008,60,1680445148000,9,21,Clouds
59009,102,1680444982000,12,28,Clouds
59010,38,1680444854000,6,34,Clouds
59011,53,1680444985000,13,27,Clouds
59012,58,1680445165000,10,30,Clouds
59013,66,1680444829000,1,39,Clouds
59014,104,1680444857000,9,31,Clouds
59015,101,1680445129000,9,21,Clouds
59016,115,1680445146000,15,15,Clouds
59017,47,1680444888000,1,39,Clouds
59018,117,1680444676000,4,36,Clouds
59019,8,1680444632000,4,26,Clouds
59020,27,1680444613000,20,0,Clouds
59021,16,1680444819000,16,4,Clouds
59022,96,1680445105000,15,15,Clouds
59023,82,1680444732000,1,7,Clouds
59024,76,1680444824000,12,26,Clouds
59025,71,1680445164000,4,36,Clouds
59026,79,1680444956000,1,26,Clouds
59027,69,1680444581000,7,33,Clouds
59028,25,1680444922000,7,23,Clouds
59029,51,1680444748000,19,21,Clouds
59030,37,1680444634000,7,23,Clouds
59031,59,1680444697000,1,19,Clouds
59032,95,1680445113000,11,29,Clouds
59033,94,1680445046000,6,34,Clouds
59034,105,1680444586000,7,29,Clouds
59035,36,1680444919000,8,32,Clouds
59036,93,1680445083000,35,5,Clouds
59037,22,1680445079000,14,5,Clouds
59038,50,1680444992000,2,38,Clouds
59039,110,1680444849000,4,36,Clouds
59040,12,1680445139000,1,19,Clouds
59041,34,1680445129000,7,23,Clouds
59042,78,1680444874000,22,18,Clouds
59043,2,1680445156000,1,19,Clouds
59044,75,1680445009000,12,28,Clouds
59045,111,1680444580000,2,38,Clouds
59046,26,1680444857000,19,1,Clouds
59047,65,1680444610000,0,40,Clouds
59048,15,1680445005000,2,11,Clouds
59049,86,1680445074000,2,36,Clouds
59050,35,1680445063000,14,15,Clouds
59051,10,1680445042000,16,0,Clouds
59052,100,1680444768000,12,13,Clouds
59053,24,1680445032000,9,11,Clouds
59054,64,1680445055000,21,19,Clouds
59055,109,1680444703000,12,17,Clouds
59056,85,1680444632000,4,31,Clouds
59057,107,1680444821000,5,35,Clouds
59058,33,1680444945000,12,11,Clouds
59059,44,1680444729000,3,27,Clouds
59060,89,1680445138000,5,35,Clouds
59061,57,1680445083000,0,23,Clouds
59062,80,1680444962000,24,16,Clouds
59063,41,1680444687000,7,13,Clouds
59064,3,1680445161000,12,8,Clouds
59065,40,1680445174000,18,3,Clouds
59066,29,1680445139000,29,0,Clouds
59067,103,1680445020000,10,30,Clouds
59068,28,1680444972000,20,10,Clouds
59069,39,1680444875000,4,16,Clouds
59070,83,1680444958000,9,30,Clouds
59071,92,1680445079000,17,23,Clouds
59072,21,1680444729000,30,0,Clouds
59073,88,1680444815000,0,30,Clouds
59074,42,1680445755000,28,2,Clouds
59075,30,1680445751000,6,14,Clouds
59076,54,1680445393000,5,28,Clouds
59077,108,1680445280000,2,33,Clouds
59078,20,1680445768000,2,28,Clouds
59079,56,1680445377000,7,33,Clouds
59080,6,1680445321000,20,0,Clouds
59081,18,1680445616000,12,18,Clouds
59082,32,1680445518000,29,1,Clouds
59083,52,1680445771000,17,15,Clouds
59084,48,1680445485000,5,35,Clouds
59085,13,1680445631000,12,18,Clouds
59086,43,1680445289000,12,18,Clouds
59087,31,1680445743000,14,6,Clouds
59088,98,1680445745000,37,3,Clouds
59089,14,1680445620000,30,0,Clouds
59090,1,1680445665000,31,0,Clouds
59091,23,1680445273000,28,2,Clouds
59092,106,1680445738000,9,31,Clouds
59093,112,1680445688000,19,11,Clouds
59094,68,1680445544000,12,28,Clouds
59095,74,1680445674000,17,13,Clouds
59096,87,1680445702000,0,38,Clouds
59097,84,1680445631000,8,22,Clouds
59098,90,1680445311000,11,29,Clouds
59099,11,1680445690000,28,2,Clouds
59100,17,1680445667000,19,1,Clouds
59101,45,1680445721000,1,29,Clouds
59102,114,1680445510000,2,38,Clouds
59103,72,1680445260000,11,20,Clouds
59104,63,1680445279000,8,27,Clouds
59105,113,1680445676000,1,39,Clouds
59106,91,1680445519000,29,1,Clouds
59107,99,1680445616000,2,28,Clouds
59108,9,1680445567000,23,1,Clouds
59109,67,1680445781000,2,38,Clouds
59110,116,1680445333000,3,27,Clouds
